0, 2.000001e+01, 2.000001e+01, 2.000001e+01, 2.000002e+01, 2.000003e+01, 2.000004e+01, 2.000005e+01, 2.000005e+01, 2.000005e+01, 2.000003e+01, 
1.860465e-07, 2.001835e+01, 2.002976e+01, 2.004760e+01, 2.007439e+01, 2.011168e+01, 2.015586e+01, 2.018953e+01, 2.018135e+01, 2.015974e+01, 2.010753e+01, 
3.720930e-07, 2.003670e+01, 2.005951e+01, 2.009518e+01, 2.014876e+01, 2.022332e+01, 2.031168e+01, 2.037900e+01, 2.036265e+01, 2.031944e+01, 2.021502e+01, 
5.581395e-07, 2.005504e+01, 2.008925e+01, 2.014277e+01, 2.022313e+01, 2.033497e+01, 2.046750e+01, 2.056848e+01, 2.054395e+01, 2.047914e+01, 2.032252e+01, 
7.441860e-07, 2.007339e+01, 2.011900e+01, 2.019035e+01, 2.029750e+01, 2.044662e+01, 2.062331e+01, 2.075795e+01, 2.072524e+01, 2.063884e+01, 2.043001e+01, 
9.302326e-07, 2.009173e+01, 2.014875e+01, 2.023793e+01, 2.037186e+01, 2.055826e+01, 2.077913e+01, 2.094742e+01, 2.090654e+01, 2.079854e+01, 2.053751e+01, 
1.116279e-06, 2.011008e+01, 2.017850e+01, 2.028552e+01, 2.044623e+01, 2.066991e+01, 2.093495e+01, 2.113690e+01, 2.108784e+01, 2.095823e+01, 2.064500e+01, 
1.302326e-06, 2.012843e+01, 2.020825e+01, 2.033310e+01, 2.052060e+01, 2.078156e+01, 2.109077e+01, 2.132637e+01, 2.126914e+01, 2.111793e+01, 2.075249e+01, 
1.488372e-06, 2.014677e+01, 2.023800e+01, 2.038069e+01, 2.059497e+01, 2.089320e+01, 2.124658e+01, 2.151585e+01, 2.145044e+01, 2.127763e+01, 2.085999e+01, 
1.674419e-06, 2.016512e+01, 2.026775e+01, 2.042827e+01, 2.066934e+01, 2.100485e+01, 2.140240e+01, 2.170532e+01, 2.163173e+01, 2.143733e+01, 2.096748e+01, 
1.860465e-06, 2.018346e+01, 2.029750e+01, 2.047585e+01, 2.074371e+01, 2.111650e+01, 2.155822e+01, 2.189480e+01, 2.181303e+01, 2.159703e+01, 2.107498e+01, 
2.046512e-06, 2.020181e+01, 2.032725e+01, 2.052344e+01, 2.081808e+01, 2.122814e+01, 2.171404e+01, 2.208427e+01, 2.199433e+01, 2.175672e+01, 2.118247e+01, 
2.232558e-06, 2.022016e+01, 2.035699e+01, 2.057102e+01, 2.089245e+01, 2.133979e+01, 2.186985e+01, 2.227375e+01, 2.217563e+01, 2.191642e+01, 2.128997e+01, 
2.418605e-06, 2.023850e+01, 2.038674e+01, 2.061861e+01, 2.096681e+01, 2.145143e+01, 2.202567e+01, 2.246322e+01, 2.235693e+01, 2.207612e+01, 2.139746e+01, 
2.604651e-06, 2.025685e+01, 2.041649e+01, 2.066619e+01, 2.104118e+01, 2.156308e+01, 2.218149e+01, 2.265269e+01, 2.253822e+01, 2.223582e+01, 2.150496e+01, 
2.790698e-06, 2.027519e+01, 2.044624e+01, 2.071377e+01, 2.111555e+01, 2.167473e+01, 2.233731e+01, 2.284217e+01, 2.271952e+01, 2.239552e+01, 2.161245e+01, 
2.976744e-06, 2.029354e+01, 2.047599e+01, 2.076136e+01, 2.118992e+01, 2.178637e+01, 2.249312e+01, 2.303164e+01, 2.290082e+01, 2.255521e+01, 2.171995e+01, 
3.162791e-06, 2.031189e+01, 2.050574e+01, 2.080894e+01, 2.126429e+01, 2.189802e+01, 2.264894e+01, 2.322112e+01, 2.308212e+01, 2.271491e+01, 2.182744e+01, 
3.348837e-06, 2.033023e+01, 2.053549e+01, 2.085653e+01, 2.133866e+01, 2.200967e+01, 2.280476e+01, 2.341059e+01, 2.326342e+01, 2.287461e+01, 2.193494e+01, 
3.534884e-06, 2.034858e+01, 2.056524e+01, 2.090411e+01, 2.141303e+01, 2.212131e+01, 2.296058e+01, 2.360007e+01, 2.344472e+01, 2.303431e+01, 2.204243e+01, 
3.720930e-06, 2.036692e+01, 2.059498e+01, 2.095170e+01, 2.148740e+01, 2.223296e+01, 2.311639e+01, 2.378954e+01, 2.362601e+01, 2.319401e+01, 2.214993e+01, 
3.906977e-06, 2.038527e+01, 2.062473e+01, 2.099928e+01, 2.156176e+01, 2.234461e+01, 2.327221e+01, 2.397901e+01, 2.380731e+01, 2.335370e+01, 2.225742e+01, 
4.093023e-06, 2.040362e+01, 2.065448e+01, 2.104686e+01, 2.163613e+01, 2.245625e+01, 2.342803e+01, 2.416849e+01, 2.398861e+01, 2.351340e+01, 2.236492e+01, 
4.279070e-06, 2.042196e+01, 2.068423e+01, 2.109445e+01, 2.171050e+01, 2.256790e+01, 2.358385e+01, 2.435796e+01, 2.416991e+01, 2.367310e+01, 2.247241e+01, 
4.465116e-06, 2.044031e+01, 2.071398e+01, 2.114203e+01, 2.178487e+01, 2.267954e+01, 2.373966e+01, 2.454744e+01, 2.435121e+01, 2.383280e+01, 2.257991e+01, 
4.651163e-06, 2.045865e+01, 2.074373e+01, 2.118962e+01, 2.185924e+01, 2.279119e+01, 2.389548e+01, 2.473691e+01, 2.453250e+01, 2.399250e+01, 2.268740e+01, 
4.837209e-06, 2.047700e+01, 2.077348e+01, 2.123720e+01, 2.193361e+01, 2.290284e+01, 2.405130e+01, 2.492639e+01, 2.471380e+01, 2.415220e+01, 2.279490e+01, 
5.023256e-06, 2.049535e+01, 2.080323e+01, 2.128478e+01, 2.200798e+01, 2.301448e+01, 2.420712e+01, 2.511586e+01, 2.489510e+01, 2.431189e+01, 2.290239e+01, 
5.209302e-06, 2.051369e+01, 2.083298e+01, 2.133237e+01, 2.208234e+01, 2.312613e+01, 2.436293e+01, 2.530533e+01, 2.507640e+01, 2.447159e+01, 2.300989e+01, 
5.395349e-06, 2.053204e+01, 2.086272e+01, 2.137995e+01, 2.215671e+01, 2.323778e+01, 2.451875e+01, 2.549481e+01, 2.525770e+01, 2.463129e+01, 2.311738e+01, 
5.581395e-06, 2.055038e+01, 2.089247e+01, 2.142754e+01, 2.223108e+01, 2.334942e+01, 2.467457e+01, 2.568428e+01, 2.543899e+01, 2.479099e+01, 2.322488e+01, 
5.767442e-06, 2.056873e+01, 2.092222e+01, 2.147512e+01, 2.230545e+01, 2.346107e+01, 2.483039e+01, 2.587376e+01, 2.562029e+01, 2.495069e+01, 2.333237e+01, 
5.953488e-06, 2.058708e+01, 2.095197e+01, 2.152270e+01, 2.237982e+01, 2.357272e+01, 2.498620e+01, 2.606323e+01, 2.580159e+01, 2.511038e+01, 2.343987e+01, 
6.139535e-06, 2.060542e+01, 2.098172e+01, 2.157029e+01, 2.245419e+01, 2.368436e+01, 2.514202e+01, 2.625271e+01, 2.598289e+01, 2.527008e+01, 2.354736e+01, 
6.325581e-06, 2.062377e+01, 2.101147e+01, 2.161787e+01, 2.252856e+01, 2.379601e+01, 2.529784e+01, 2.644218e+01, 2.616419e+01, 2.542978e+01, 2.365486e+01, 
6.511628e-06, 2.064211e+01, 2.104122e+01, 2.166546e+01, 2.260293e+01, 2.390766e+01, 2.545366e+01, 2.663165e+01, 2.634549e+01, 2.558948e+01, 2.376235e+01, 
6.697674e-06, 2.066046e+01, 2.107097e+01, 2.171304e+01, 2.267729e+01, 2.401930e+01, 2.560947e+01, 2.682113e+01, 2.652678e+01, 2.574918e+01, 2.386985e+01, 
6.883721e-06, 2.067881e+01, 2.110071e+01, 2.176062e+01, 2.275166e+01, 2.413095e+01, 2.576529e+01, 2.701060e+01, 2.670808e+01, 2.590887e+01, 2.397734e+01, 
7.069767e-06, 2.069715e+01, 2.113046e+01, 2.180821e+01, 2.282603e+01, 2.424259e+01, 2.592111e+01, 2.720008e+01, 2.688938e+01, 2.606857e+01, 2.408484e+01, 
7.255814e-06, 2.071550e+01, 2.116021e+01, 2.185579e+01, 2.290040e+01, 2.435424e+01, 2.607693e+01, 2.738955e+01, 2.707068e+01, 2.622827e+01, 2.419233e+01, 
7.441860e-06, 2.073384e+01, 2.118996e+01, 2.190338e+01, 2.297477e+01, 2.446589e+01, 2.623274e+01, 2.757903e+01, 2.725198e+01, 2.638797e+01, 2.429983e+01, 
7.627907e-06, 2.075219e+01, 2.121971e+01, 2.195096e+01, 2.304914e+01, 2.457753e+01, 2.638856e+01, 2.776850e+01, 2.743327e+01, 2.654767e+01, 2.440732e+01, 
7.813953e-06, 2.077053e+01, 2.124946e+01, 2.199855e+01, 2.312351e+01, 2.468918e+01, 2.654438e+01, 2.795797e+01, 2.761457e+01, 2.670736e+01, 2.451482e+01, 
8.000000e-06, 2.078888e+01, 2.127921e+01, 2.204613e+01, 2.319788e+01, 2.480083e+01, 2.670020e+01, 2.814745e+01, 2.779587e+01, 2.686706e+01, 2.462231e+01, 
8.186047e-06, 2.080723e+01, 2.130896e+01, 2.209371e+01, 2.327224e+01, 2.491247e+01, 2.685601e+01, 2.833692e+01, 2.797717e+01, 2.702676e+01, 2.472981e+01, 
8.372093e-06, 2.082557e+01, 2.133870e+01, 2.214130e+01, 2.334661e+01, 2.502412e+01, 2.701183e+01, 2.852640e+01, 2.815847e+01, 2.718646e+01, 2.483730e+01, 
8.558140e-06, 2.084392e+01, 2.136845e+01, 2.218888e+01, 2.342098e+01, 2.513577e+01, 2.716765e+01, 2.871587e+01, 2.833976e+01, 2.734616e+01, 2.494480e+01, 
8.744186e-06, 2.086226e+01, 2.139820e+01, 2.223647e+01, 2.349535e+01, 2.524741e+01, 2.732347e+01, 2.890535e+01, 2.852106e+01, 2.750586e+01, 2.505229e+01, 
8.930233e-06, 2.088061e+01, 2.142795e+01, 2.228405e+01, 2.356972e+01, 2.535906e+01, 2.747928e+01, 2.909482e+01, 2.870236e+01, 2.766555e+01, 2.515979e+01, 
9.116279e-06, 2.089896e+01, 2.145770e+01, 2.233163e+01, 2.364409e+01, 2.547070e+01, 2.763510e+01, 2.928429e+01, 2.888366e+01, 2.782525e+01, 2.526728e+01, 
9.302326e-06, 2.091730e+01, 2.148745e+01, 2.237922e+01, 2.371846e+01, 2.558235e+01, 2.779092e+01, 2.947377e+01, 2.906496e+01, 2.798495e+01, 2.537478e+01, 
9.488372e-06, 2.093565e+01, 2.151720e+01, 2.242680e+01, 2.379282e+01, 2.569400e+01, 2.794674e+01, 2.966324e+01, 2.924626e+01, 2.814465e+01, 2.548227e+01, 
9.674419e-06, 2.095399e+01, 2.154695e+01, 2.247439e+01, 2.386719e+01, 2.580564e+01, 2.810255e+01, 2.985272e+01, 2.942755e+01, 2.830435e+01, 2.558977e+01, 
9.860465e-06, 2.097234e+01, 2.157670e+01, 2.252197e+01, 2.394156e+01, 2.591729e+01, 2.825837e+01, 3.004219e+01, 2.960885e+01, 2.846404e+01, 2.569726e+01, 
1.004651e-05, 2.099069e+01, 2.160644e+01, 2.256955e+01, 2.401593e+01, 2.602894e+01, 2.841419e+01, 3.023167e+01, 2.979015e+01, 2.862374e+01, 2.580476e+01, 
1.023256e-05, 2.100903e+01, 2.163619e+01, 2.261714e+01, 2.409030e+01, 2.614058e+01, 2.857001e+01, 3.042114e+01, 2.997145e+01, 2.878344e+01, 2.591225e+01, 
1.041860e-05, 2.102738e+01, 2.166594e+01, 2.266472e+01, 2.416467e+01, 2.625223e+01, 2.872582e+01, 3.061061e+01, 3.015275e+01, 2.894314e+01, 2.601975e+01, 
